CustomerID,TenureMonths,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,TechSupportTickets,DaysSinceLastLogin,DiscountUsed,Churn,FutureLTV_12M
CUST-1319,63,Month-to-Month,Electronic Check,80.37,5142.0,1,3,1,1,46.49
CUST-1320,62,Month-to-Month,Bank Transfer,30.53,1887.1,4,3,0,1,33.43
CUST-1321,22,Month-to-Month,Credit Card,77.27,1604.65,3,35,1,1,47.24
CUST-1322,58,One Year,Electronic Check,70.06,3958.48,0,26,0,0,829.26
CUST-1323,58,One Year,Bank Transfer,105.56,5548.74,2,21,0,1,62.84
CUST-1324,49,One Year,Electronic Check,73.07,3325.74,1,21,0,0,947.51
CUST-1325,52,Month-to-Month,Mailed Check,45.52,2281.06,2,16,0,1,51.23
CUST-1326,42,Month-to-Month,Credit Card,87.56,3769.85,4,44,0,1,104.54
CUST-1327,70,Two Year,Bank Transfer,74.26,5052.39,1,33,0,0,784.31
CUST-1328,15,One Year,Credit Card,43.3,641.68,1,31,1,1,51.75
CUST-1329,54,Month-to-Month,Electronic Check,77.36,4307.2,1,5,1,1,121.44
CUST-1330,60,Two Year,Electronic Check,102.15,5800.01,3,32,0,0,1330.93
CUST-1331,8,Month-to-Month,Credit Card,22.86,183.81,0,7,1,1,30.21
CUST-1332,53,Month-to-Month,Electronic Check,83.09,4532.58,2,35,1,1,79.36
CUST-1333,60,Month-to-Month,Electronic Check,54.96,3068.06,0,4,0,1,56.63
CUST-1334,5,One Year,Bank Transfer,49.27,234.89,0,4,0,1,70.0
CUST-1335,68,One Year,Credit Card,59.26,4218.96,1,9,0,0,682.18
CUST-1336,6,Month-to-Month,Credit Card,54.2,340.64,0,39,0,1,85.88
CUST-1337,47,Two Year,Electronic Check,103.22,4528.65,0,6,0,0,1089.31
CUST-1338,55,Month-to-Month,Credit Card,47.48,2376.29,0,11,0,1,80.97
CUST-1339,40,Month-to-Month,Electronic Check,93.32,3511.21,1,29,1,1,108.73
CUST-1340,52,Month-to-Month,Electronic Check,29.41,1467.63,2,24,0,1,36.37
CUST-1341,16,Month-to-Month,Bank Transfer,115.14,1779.88,1,27,0,1,173.28
CUST-1342,13,Month-to-Month,Electronic Check,82.23,1061.32,2,42,0,1,68.4
CUST-1343,30,One Year,Electronic Check,90.67,2815.1,0,12,0,1,97.82
CUST-1344,19,Two Year,Bank Transfer,49.8,898.47,2,21,0,1,71.58
CUST-1345,17,Month-to-Month,Electronic Check,61.21,1069.18,4,17,0,1,33.26
CUST-1346,63,Month-to-Month,Electronic Check,42.38,2440.38,0,26,1,1,48.97
CUST-1347,19,Month-to-Month,Electronic Check,113.25,1950.09,3,7,0,1,158.35
CUST-1348,58,Month-to-Month,Mailed Check,68.81,3893.63,4,5,0,1,134.25
CUST-1349,55,Month-to-Month,Mailed Check,83.04,4151.35,1,10,0,1,150.76
CUST-1350,62,One Year,Bank Transfer,93.43,5554.43,4,28,1,1,86.06
CUST-1351,23,Month-to-Month,Bank Transfer,57.11,1358.87,2,40,1,1,72.01
CUST-1352,9,One Year,Mailed Check,92.01,775.28,0,4,0,0,985.27
CUST-1353,12,Two Year,Credit Card,87.6,1057.4,1,6,0,1,75.44
CUST-1354,1,Month-to-Month,Electronic Check,90.57,85.62,1,21,0,1,150.55
CUST-1355,58,Two Year,Electronic Check,68.92,3624.56,1,3,0,0,778.77
CUST-1356,1,One Year,Credit Card,58.29,57.33,1,31,1,1,51.68
CUST-1357,34,One Year,Electronic Check,42.21,1471.35,3,18,0,1,80.88
CUST-1358,48,Month-to-Month,Credit Card,102.46,4728.34,1,44,1,1,177.85
CUST-1359,1,Month-to-Month,Mailed Check,80.84,80.24,1,32,0,1,135.22
CUST-1360,16,Month-to-Month,Bank Transfer,64.44,1067.13,0,0,0,1,115.79
CUST-1361,61,Month-to-Month,Mailed Check,114.4,7107.18,3,40,1,1,185.83
CUST-1362,64,Month-to-Month,Mailed Check,24.78,1473.45,1,43,0,1,16.87
CUST-1363,63,One Year,Electronic Check,105.02,6682.47,1,40,1,1,133.88
CUST-1364,69,Month-to-Month,Bank Transfer,119.76,8059.2,3,7,0,1,139.68
CUST-1365,22,Two Year,Mailed Check,108.69,2419.62,1,31,0,1,105.07
CUST-1366,67,One Year,Credit Card,101.04,6594.87,2,29,1,0,1306.6
CUST-1367,26,Month-to-Month,Electronic Check,57.43,1372.52,1,27,0,1,68.7
CUST-1368,16,Month-to-Month,Electronic Check,43.13,680.06,2,40,0,1,25.47
CUST-1369,51,Two Year,Electronic Check,93.49,4643.16,1,31,0,0,1022.39
CUST-1370,57,Two Year,Bank Transfer,50.46,2812.05,2,24,1,0,579.3
CUST-1371,29,One Year,Credit Card,37.6,1125.11,3,33,0,1,68.85
CUST-1372,69,Month-to-Month,Electronic Check,98.65,7039.82,1,32,0,1,145.13
CUST-1373,47,Month-to-Month,Bank Transfer,51.25,2331.74,2,12,0,1,68.7
CUST-1374,62,Month-to-Month,Electronic Check,111.44,6690.67,2,24,0,1,140.41
CUST-1375,69,Month-to-Month,Bank Transfer,104.06,7016.99,3,41,1,1,153.51
CUST-1376,16,One Year,Credit Card,104.76,1639.18,3,39,0,1,171.0
CUST-1377,48,One Year,Electronic Check,97.16,4862.16,1,38,1,1,129.38
CUST-1378,39,One Year,Mailed Check,108.09,4204.59,2,43,0,0,1305.13
CUST-1379,33,Two Year,Credit Card,100.57,3125.05,1,43,1,0,1210.58
CUST-1380,23,One Year,Credit Card,80.25,1808.34,2,9,1,0,1000.93
CUST-1381,10,Month-to-Month,Mailed Check,49.58,492.87,0,30,1,1,74.57
CUST-1382,69,Month-to-Month,Mailed Check,108.82,7478.29,3,43,0,1,206.64
CUST-1383,34,Two Year,Electronic Check,104.06,3494.83,1,10,0,0,1185.17
CUST-1384,52,Month-to-Month,Mailed Check,67.29,3242.46,3,24,1,1,120.41
CUST-1385,10,Two Year,Credit Card,23.91,216.39,1,44,0,0,291.12
CUST-1386,19,Two Year,Bank Transfer,83.85,1514.57,2,33,0,1,155.64
CUST-1387,58,Month-to-Month,Electronic Check,25.06,1401.34,3,19,1,1,43.76
CUST-1388,1,One Year,Electronic Check,112.63,102.41,3,6,0,1,125.01
CUST-1389,69,Two Year,Electronic Check,116.16,8193.34,3,32,1,1,85.77
CUST-1390,4,One Year,Electronic Check,38.95,148.26,0,34,0,1,38.99
CUST-1391,16,Two Year,Electronic Check,87.64,1454.19,0,28,1,1,144.69
CUST-1392,24,Two Year,Mailed Check,29.23,647.62,4,11,0,1,24.83
CUST-1393,2,Month-to-Month,Electronic Check,92.95,168.9,1,4,0,1,113.16
CUST-1394,32,Month-to-Month,Electronic Check,54.73,1702.93,1,11,1,0,641.2
CUST-1395,24,Two Year,Mailed Check,88.11,1963.17,0,28,0,1,123.86
CUST-1396,12,One Year,Electronic Check,57.29,715.4,3,34,1,1,109.06
CUST-1397,50,Month-to-Month,Electronic Check,34.56,1557.87,1,19,1,1,51.57
CUST-1398,35,Month-to-Month,Electronic Check,60.61,2040.51,3,36,0,1,101.79
CUST-1399,33,One Year,Electronic Check,31.27,1072.17,1,0,1,0,392.2
CUST-1400,33,Two Year,Mailed Check,77.69,2455.23,6,15,0,0,1008.59
CUST-1401,61,Two Year,Electronic Check,24.1,1343.62,2,29,1,0,299.0
CUST-1402,51,One Year,Bank Transfer,72.73,3506.83,1,8,0,0,879.37
CUST-1403,43,Month-to-Month,Credit Card,108.64,4553.34,2,41,1,1,205.27
CUST-1404,12,Month-to-Month,Bank Transfer,103.79,1155.52,1,9,0,1,159.86
CUST-1405,67,Two Year,Mailed Check,108.28,7037.0,2,12,0,0,1164.55
CUST-1406,65,Month-to-Month,Credit Card,112.2,7478.62,2,19,0,1,134.75
CUST-1407,33,Month-to-Month,Bank Transfer,30.45,1035.89,3,28,0,1,32.43
CUST-1408,40,Month-to-Month,Electronic Check,32.87,1193.04,1,3,0,1,43.83
CUST-1409,43,One Year,Electronic Check,75.7,3008.15,0,27,0,0,1019.81
CUST-1410,44,Two Year,Credit Card,109.4,4531.01,5,36,0,1,129.32
CUST-1411,29,Month-to-Month,Electronic Check,117.43,3368.79,1,12,0,1,138.93
CUST-1412,13,Month-to-Month,Electronic Check,24.63,305.51,2,2,0,1,32.2
CUST-1413,12,One Year,Bank Transfer,55.58,684.71,1,36,0,1,80.7
CUST-1414,46,Two Year,Credit Card,41.29,1913.59,2,18,0,0,429.96
CUST-1415,2,Month-to-Month,Electronic Check,95.6,174.96,2,27,0,1,141.32
CUST-1416,35,Month-to-Month,Mailed Check,84.02,2922.13,0,18,1,1,153.39
CUST-1417,8,Month-to-Month,Electronic Check,31.99,234.67,4,16,1,1,42.69
CUST-1418,26,Two Year,Bank Transfer,68.35,1667.37,2,17,0,0,792.86
CUST-1419,34,Month-to-Month,Electronic Check,88.54,2789.64,3,17,1,1,53.55
CUST-1420,7,Month-to-Month,Electronic Check,97.9,634.56,0,22,0,1,68.52
CUST-1421,68,One Year,Credit Card,22.01,1485.39,2,39,1,0,228.21
CUST-1422,58,One Year,Mailed Check,109.05,6227.12,1,8,0,1,119.25
CUST-1423,29,Month-to-Month,Bank Transfer,76.93,2066.78,3,28,0,1,130.64
CUST-1424,36,Two Year,Mailed Check,101.19,3819.61,1,41,1,0,1354.06
CUST-1425,21,Month-to-Month,Electronic Check,100.79,2038.86,7,28,1,1,183.78
CUST-1426,36,One Year,Bank Transfer,38.99,1283.71,1,1,0,0,450.85
CUST-1427,10,Month-to-Month,Electronic Check,31.02,284.79,1,16,0,1,22.38
CUST-1428,24,One Year,Electronic Check,92.13,2183.67,2,44,1,1,100.63
CUST-1429,64,Month-to-Month,Electronic Check,35.64,2387.85,3,30,1,1,53.37
CUST-1430,49,Two Year,Bank Transfer,104.99,5071.42,4,27,1,1,100.6
CUST-1431,36,One Year,Credit Card,92.62,3475.55,1,42,0,1,83.41
CUST-1432,24,One Year,Credit Card,104.18,2416.86,1,38,0,1,179.25
CUST-1433,23,One Year,Mailed Check,49.9,1107.96,1,29,0,1,98.33
CUST-1434,62,One Year,Electronic Check,51.66,3122.85,0,34,0,0,623.9
CUST-1435,37,Month-to-Month,Mailed Check,87.12,3238.31,1,19,0,1,111.99
CUST-1436,12,Month-to-Month,Credit Card,23.14,265.22,4,15,1,1,26.93
CUST-1437,55,Two Year,Electronic Check,92.65,5246.5,2,33,0,0,1064.98
CUST-1438,13,Month-to-Month,Credit Card,103.58,1217.8,3,13,1,1,123.7
CUST-1439,23,One Year,Electronic Check,61.52,1366.8,1,25,0,1,77.17
CUST-1440,30,Two Year,Credit Card,96.49,2827.11,1,19,0,0,1074.83
CUST-1441,17,Month-to-Month,Credit Card,37.46,631.12,1,41,0,1,69.51
CUST-1442,62,One Year,Credit Card,52.23,3048.53,4,23,0,1,85.23
CUST-1443,13,Month-to-Month,Electronic Check,117.43,1471.82,4,42,1,1,178.67
CUST-1444,59,One Year,Electronic Check,118.63,6807.96,1,17,0,0,1294.94
CUST-1445,19,Month-to-Month,Electronic Check,71.26,1358.05,0,42,0,1,66.03
CUST-1446,49,Month-to-Month,Electronic Check,113.43,5647.17,3,8,0,1,70.52
CUST-1447,12,One Year,Electronic Check,72.27,876.5,2,18,0,0,874.54
CUST-1448,61,Two Year,Mailed Check,49.16,2852.53,3,19,1,0,523.28
CUST-1449,19,One Year,Mailed Check,46.69,931.39,1,41,0,1,63.86
CUST-1450,9,Month-to-Month,Bank Transfer,112.95,1044.3,1,29,1,1,66.44
CUST-1451,71,Month-to-Month,Bank Transfer,37.24,2482.76,1,25,1,1,62.22
CUST-1452,28,One Year,Electronic Check,77.96,2028.48,1,30,0,1,47.6
CUST-1453,52,Month-to-Month,Credit Card,75.55,3720.79,2,34,0,1,98.97
CUST-1454,16,Two Year,Electronic Check,93.96,1455.03,2,2,1,0,1213.33
CUST-1455,69,Two Year,Mailed Check,69.92,4957.73,0,39,1,0,942.1
CUST-1456,12,One Year,Mailed Check,47.23,576.26,1,28,0,1,55.59
CUST-1457,25,Two Year,Credit Card,36.94,949.07,0,5,0,0,472.38
CUST-1458,52,Month-to-Month,Electronic Check,82.08,4015.46,2,0,0,1,77.86
CUST-1459,53,One Year,Mailed Check,91.9,4817.22,0,23,0,1,99.35
CUST-1460,23,Month-to-Month,Bank Transfer,76.95,1668.06,3,37,0,1,147.8
CUST-1461,16,Two Year,Electronic Check,93.84,1375.85,2,33,0,1,75.26
CUST-1462,57,Month-to-Month,Bank Transfer,34.15,1951.67,2,6,0,1,46.71
CUST-1463,39,One Year,Credit Card,108.25,3890.13,4,10,0,1,117.21
CUST-1464,53,Two Year,Credit Card,78.24,4147.36,2,10,0,0,1035.26
CUST-1465,42,Month-to-Month,Electronic Check,32.68,1368.71,1,35,1,1,22.68
CUST-1466,58,Month-to-Month,Electronic Check,66.19,3921.7,0,19,0,1,76.5
CUST-1467,39,One Year,Electronic Check,104.48,3752.54,1,15,1,0,1299.04
CUST-1468,14,Month-to-Month,Electronic Check,109.76,1563.57,1,4,0,1,121.89
CUST-1469,5,Month-to-Month,Electronic Check,46.46,243.89,1,23,1,1,27.31
CUST-1470,35,Month-to-Month,Electronic Check,91.13,3277.76,0,29,0,1,141.95
CUST-1471,18,Month-to-Month,Credit Card,30.0,546.9,1,29,0,1,37.64
CUST-1472,9,Two Year,Credit Card,23.35,210.01,4,38,0,1,12.07
CUST-1473,58,One Year,Electronic Check,76.04,4248.32,1,36,0,0,1022.31
CUST-1474,17,Month-to-Month,Electronic Check,89.48,1535.73,2,32,1,1,168.21
CUST-1475,7,Month-to-Month,Mailed Check,99.58,703.07,0,19,0,1,66.37
CUST-1476,46,Month-to-Month,Electronic Check,54.02,2471.81,0,21,1,1,74.87
CUST-1477,13,Month-to-Month,Bank Transfer,20.65,273.67,2,40,0,1,32.9
CUST-1478,40,Month-to-Month,Bank Transfer,67.95,2629.16,2,20,0,1,41.19
CUST-1479,42,Month-to-Month,Credit Card,21.59,832.59,0,36,0,1,11.53
CUST-1480,9,Month-to-Month,Bank Transfer,29.2,258.56,4,26,1,1,34.93
CUST-1481,50,One Year,Mailed Check,52.67,2474.85,1,37,0,0,650.33
CUST-1482,27,Month-to-Month,Bank Transfer,63.72,1647.61,2,34,1,1,47.22
CUST-1483,66,One Year,Electronic Check,47.95,2856.5,0,37,0,0,638.57
CUST-1484,5,One Year,Mailed Check,78.19,374.3,1,39,1,1,116.1
CUST-1485,29,One Year,Mailed Check,25.53,756.15,0,5,0,0,273.03
CUST-1486,37,One Year,Electronic Check,34.46,1251.32,2,31,0,0,426.07
CUST-1487,38,Month-to-Month,Electronic Check,89.53,3066.93,2,15,0,1,174.44
CUST-1488,8,Two Year,Electronic Check,34.21,265.6,5,27,0,1,28.21
CUST-1489,65,One Year,Credit Card,83.98,5151.47,1,15,0,0,895.7
CUST-1490,17,Month-to-Month,Electronic Check,25.47,420.71,3,26,0,1,36.59
CUST-1491,71,Two Year,Electronic Check,60.74,4143.07,3,2,0,0,630.25
CUST-1492,45,One Year,Electronic Check,37.74,1765.89,5,20,0,1,21.33
CUST-1493,4,Month-to-Month,Bank Transfer,30.96,112.22,5,37,0,1,16.11
CUST-1494,36,Month-to-Month,Electronic Check,76.7,2768.21,2,37,0,1,75.71
CUST-1495,70,Month-to-Month,Credit Card,112.83,8116.51,1,29,0,1,68.93
CUST-1496,31,Two Year,Credit Card,25.48,824.54,0,21,1,0,264.27
CUST-1497,19,One Year,Mailed Check,62.16,1094.41,1,18,1,1,124.07
CUST-1498,61,Two Year,Bank Transfer,90.75,5423.35,1,30,0,0,1250.53
CUST-1499,54,One Year,Electronic Check,66.27,3244.12,0,19,1,0,757.62
CUST-1500,39,Month-to-Month,Electronic Check,100.65,3826.74,0,18,1,1,54.21
CUST-1501,19,Month-to-Month,Bank Transfer,37.96,662.69,2,1,0,1,26.61
CUST-1502,39,One Year,Electronic Check,115.96,4638.6,2,39,0,0,1464.3
CUST-1503,67,One Year,Electronic Check,58.52,3595.73,1,38,1,1,63.82
CUST-1504,45,Two Year,Mailed Check,54.16,2381.13,1,26,0,0,572.19
CUST-1505,13,Month-to-Month,Electronic Check,107.46,1366.48,1,7,1,1,117.53
CUST-1506,58,Month-to-Month,Credit Card,76.39,4633.31,2,44,1,1,95.06
CUST-1507,20,One Year,Electronic Check,71.64,1430.29,2,26,0,0,858.01
CUST-1508,61,One Year,Bank Transfer,92.7,5333.38,1,14,0,1,46.37
CUST-1509,39,One Year,Mailed Check,77.98,2846.95,2,11,0,0,1024.55
CUST-1510,1,One Year,Bank Transfer,36.25,33.32,1,13,0,0,459.25
CUST-1511,3,Month-to-Month,Electronic Check,87.42,265.79,2,6,0,1,170.15
CUST-1512,62,One Year,Mailed Check,33.35,2075.17,1,16,0,0,442.65
CUST-1513,63,One Year,Credit Card,100.59,6283.19,1,25,0,0,1352.14
CUST-1514,25,Two Year,Mailed Check,118.97,2695.05,1,36,0,0,1380.05
CUST-1515,56,Two Year,Electronic Check,57.74,3280.08,2,19,0,0,624.96
CUST-1516,33,Month-to-Month,Mailed Check,64.48,2119.93,1,9,0,1,73.24
CUST-1517,38,Month-to-Month,Bank Transfer,24.64,978.06,4,18,0,1,41.16
CUST-1518,6,Two Year,Mailed Check,21.37,126.69,0,17,0,0,289.44
CUST-1519,58,Month-to-Month,Credit Card,112.14,6150.25,1,29,0,1,172.1
CUST-1520,44,Two Year,Electronic Check,32.86,1384.0,3,29,1,1,20.39
CUST-1521,45,Month-to-Month,Mailed Check,64.58,2692.14,5,24,0,1,55.2
CUST-1522,32,One Year,Bank Transfer,101.54,3276.69,1,23,0,0,1318.91
CUST-1523,45,Two Year,Bank Transfer,108.93,4932.04,0,9,1,0,1267.35
CUST-1524,61,Two Year,Credit Card,71.94,4081.58,2,1,0,0,990.63
CUST-1525,47,Month-to-Month,Credit Card,76.5,3321.43,0,37,1,1,42.89
CUST-1526,21,One Year,Mailed Check,86.97,1664.83,2,31,0,1,120.14
CUST-1527,36,Month-to-Month,Electronic Check,116.14,4334.89,0,34,1,1,118.38
CUST-1528,19,Month-to-Month,Electronic Check,80.27,1425.94,0,36,1,1,88.98
CUST-1529,20,One Year,Bank Transfer,75.95,1445.52,2,6,0,0,899.38
CUST-1530,57,One Year,Credit Card,21.45,1151.83,1,6,0,0,270.9
CUST-1531,18,Two Year,Electronic Check,28.09,486.43,2,26,1,0,356.03
CUST-1532,47,Month-to-Month,Electronic Check,77.72,3678.8,2,9,1,1,81.32
CUST-1533,49,Month-to-Month,Electronic Check,113.62,5737.68,2,32,1,1,86.05
CUST-1534,14,Month-to-Month,Credit Card,106.67,1384.95,3,42,0,1,148.29
CUST-1535,15,Month-to-Month,Electronic Check,118.26,1779.15,2,6,1,1,197.25
CUST-1536,31,Month-to-Month,Mailed Check,72.78,2149.88,1,5,0,1,70.49
CUST-1537,1,One Year,Mailed Check,98.79,103.44,2,5,0,1,53.23
CUST-1538,54,Month-to-Month,Credit Card,104.04,5308.25,1,12,0,1,85.47
CUST-1539,3,Two Year,Bank Transfer,84.8,229.23,2,12,0,1,129.2
CUST-1540,16,Two Year,Bank Transfer,53.87,842.39,4,1,1,1,106.86
CUST-1541,57,One Year,Electronic Check,67.0,3523.45,0,18,0,0,803.52
CUST-1542,12,Two Year,Mailed Check,105.79,1151.0,3,18,0,1,101.48
CUST-1543,16,One Year,Bank Transfer,49.85,801.38,1,37,1,1,29.56
CUST-1544,24,Month-to-Month,Credit Card,112.37,2723.41,2,1,1,1,109.51
CUST-1545,28,Month-to-Month,Electronic Check,42.98,1166.26,1,25,0,1,47.66
CUST-1546,8,Month-to-Month,Electronic Check,94.95,760.76,1,5,0,1,178.63
CUST-1547,36,One Year,Electronic Check,83.06,2932.56,5,19,0,1,51.57
CUST-1548,8,Two Year,Electronic Check,94.96,755.48,2,22,0,1,158.17
CUST-1549,58,Month-to-Month,Credit Card,63.73,3657.55,0,14,0,0,871.94
CUST-1550,60,Two Year,Electronic Check,113.26,6794.74,2,5,0,0,1205.94
CUST-1551,50,One Year,Mailed Check,83.25,3870.89,0,27,0,1,105.74
CUST-1552,28,Month-to-Month,Electronic Check,48.83,1285.62,3,34,1,1,27.29
CUST-1553,41,Two Year,Electronic Check,83.85,3320.94,0,10,0,0,952.23
CUST-1554,64,Month-to-Month,Mailed Check,48.68,3012.46,1,7,0,1,30.38
CUST-1555,27,Month-to-Month,Electronic Check,49.36,1354.26,1,23,0,1,68.93
CUST-1556,63,One Year,Electronic Check,59.96,3607.91,2,20,0,0,769.24
CUST-1557,17,Month-to-Month,Bank Transfer,105.24,1653.78,2,35,0,1,65.21
CUST-1558,33,One Year,Mailed Check,70.03,2167.06,2,6,0,0,943.53
CUST-1559,29,Month-to-Month,Electronic Check,87.89,2376.03,1,4,0,1,152.62
CUST-1560,13,Month-to-Month,Credit Card,59.2,777.1,0,28,0,1,117.19
CUST-1561,46,Two Year,Bank Transfer,46.36,2069.76,2,15,0,0,551.98
CUST-1562,35,Month-to-Month,Bank Transfer,115.46,4066.54,3,5,0,1,105.93
CUST-1563,6,Month-to-Month,Electronic Check,80.36,464.05,3,13,1,1,124.51
CUST-1564,69,Month-to-Month,Electronic Check,113.4,8086.41,0,1,0,1,176.75
CUST-1565,47,Two Year,Electronic Check,40.34,1986.09,3,24,0,1,62.52
CUST-1566,25,Month-to-Month,Electronic Check,34.69,867.66,3,30,0,1,61.8
CUST-1567,66,Month-to-Month,Mailed Check,105.58,7174.35,1,12,1,1,66.63
CUST-1568,10,Month-to-Month,Credit Card,88.09,859.93,2,17,1,1,58.37
CUST-1569,56,Month-to-Month,Mailed Check,38.66,2251.98,1,16,0,1,56.48
CUST-1570,30,Two Year,Electronic Check,46.94,1443.04,2,44,1,0,480.69
CUST-1571,5,One Year,Mailed Check,100.07,524.75,2,27,0,1,119.96
CUST-1572,33,Month-to-Month,Electronic Check,65.39,2143.77,1,11,1,0,743.08
CUST-1573,65,One Year,Bank Transfer,87.05,5753.77,5,34,0,1,166.02
CUST-1574,18,Month-to-Month,Mailed Check,51.84,915.79,2,21,0,1,96.13
CUST-1575,49,Two Year,Bank Transfer,58.12,2673.78,3,38,0,0,614.73
CUST-1576,11,Two Year,Credit Card,119.07,1248.49,2,0,0,0,1621.66
CUST-1577,26,Month-to-Month,Electronic Check,44.76,1203.45,1,36,0,1,77.43
CUST-1578,63,Two Year,Mailed Check,70.65,4043.21,0,20,0,0,826.02
CUST-1579,59,One Year,Credit Card,104.44,6092.47,3,0,0,1,56.04
CUST-1580,27,Month-to-Month,Bank Transfer,43.92,1133.51,1,3,0,1,30.67
CUST-1581,49,Month-to-Month,Mailed Check,61.52,2887.88,1,31,0,1,43.15
CUST-1582,33,Month-to-Month,Credit Card,81.51,2777.75,1,0,1,1,43.63
CUST-1583,1,One Year,Electronic Check,68.12,70.03,1,12,1,0,862.04
CUST-1584,21,Two Year,Credit Card,65.95,1370.86,0,16,1,0,716.46
CUST-1585,55,One Year,Electronic Check,56.25,2911.03,1,11,1,0,651.17
CUST-1586,6,Two Year,Mailed Check,78.66,458.42,0,6,1,0,909.12
CUST-1587,69,One Year,Credit Card,82.44,5467.9,1,2,0,0,911.5
CUST-1588,5,Two Year,Electronic Check,85.33,406.62,1,25,0,1,105.17
CUST-1589,3,One Year,Mailed Check,27.04,74.26,4,30,0,1,19.28
CUST-1590,53,Month-to-Month,Electronic Check,83.1,4322.68,1,35,0,1,151.8
CUST-1591,23,One Year,Credit Card,115.32,2507.21,2,25,1,1,116.24
CUST-1592,53,Two Year,Credit Card,74.1,3923.85,3,2,0,0,760.61
CUST-1593,37,Month-to-Month,Bank Transfer,91.53,3210.1,3,43,1,1,85.66
CUST-1594,17,Two Year,Mailed Check,75.67,1240.95,1,27,0,1,94.6
CUST-1595,1,Month-to-Month,Credit Card,105.47,95.75,2,43,1,1,181.87
CUST-1596,51,Month-to-Month,Electronic Check,112.96,6042.56,4,16,0,1,83.04
CUST-1597,45,Two Year,Mailed Check,38.42,1687.65,5,37,0,0,448.83
CUST-1598,4,Month-to-Month,Bank Transfer,63.69,230.21,1,29,1,1,38.55
CUST-1599,62,Month-to-Month,Electronic Check,59.24,3603.77,2,1,0,1,77.07
CUST-1600,65,Month-to-Month,Electronic Check,60.52,4053.99,3,7,0,1,113.42
CUST-1601,32,Two Year,Electronic Check,32.55,1058.14,2,13,0,0,378.68
CUST-1602,34,Month-to-Month,Electronic Check,101.36,3463.94,2,36,0,1,85.97
CUST-1603,39,Two Year,Credit Card,23.58,846.9,3,34,0,1,16.88
CUST-1604,26,Month-to-Month,Mailed Check,72.82,1890.78,1,41,0,1,115.54
CUST-1605,34,Two Year,Bank Transfer,86.19,2974.26,1,38,0,0,972.96
CUST-1606,54,Two Year,Electronic Check,40.75,2169.39,4,10,0,0,542.43
CUST-1607,3,Month-to-Month,Electronic Check,110.59,343.02,1,14,0,1,187.4
CUST-1608,50,Month-to-Month,Electronic Check,103.85,4888.99,0,1,1,1,139.2
CUST-1609,12,Month-to-Month,Bank Transfer,67.11,754.04,3,36,1,1,52.48
CUST-1610,65,One Year,Bank Transfer,61.11,4093.04,3,42,0,1,75.2
CUST-1611,54,Month-to-Month,Credit Card,43.66,2343.05,2,31,0,1,82.16
CUST-1612,5,Month-to-Month,Bank Transfer,93.0,418.6,2,39,0,1,132.6
CUST-1613,57,Month-to-Month,Mailed Check,33.17,1801.77,1,12,1,1,52.48
CUST-1614,17,Month-to-Month,Bank Transfer,88.02,1539.25,2,42,1,1,88.41
CUST-1615,47,Month-to-Month,Credit Card,104.25,4429.85,2,16,1,1,81.6
CUST-1616,23,One Year,Bank Transfer,42.85,887.48,3,14,0,1,37.86
CUST-1617,14,Two Year,Electronic Check,106.64,1406.65,4,32,0,1,138.61
CUST-1618,66,Month-to-Month,Mailed Check,23.33,1596.91,2,15,0,1,21.47
CUST-1619,51,One Year,Bank Transfer,111.28,5875.17,4,12,0,1,146.1
CUST-1620,38,Month-to-Month,Bank Transfer,31.84,1183.08,1,21,0,1,49.72
CUST-1621,64,Two Year,Electronic Check,84.58,5321.02,0,22,0,0,931.48
CUST-1622,38,Two Year,Credit Card,45.01,1624.52,3,35,1,0,501.5
CUST-1623,50,Two Year,Credit Card,103.66,4854.19,6,42,0,1,168.51
CUST-1624,30,Two Year,Electronic Check,71.23,2184.52,2,9,1,0,810.17
CUST-1625,51,Month-to-Month,Credit Card,33.52,1565.82,0,16,0,1,17.36
CUST-1626,63,Two Year,Electronic Check,77.1,4726.65,3,29,1,1,45.36
CUST-1627,52,One Year,Electronic Check,60.79,3145.78,2,12,1,0,704.54
CUST-1628,38,Month-to-Month,Electronic Check,86.14,2996.89,0,29,1,1,92.65
CUST-1629,30,Two Year,Electronic Check,108.19,3174.1,3,29,1,1,77.81
CUST-1630,51,Month-to-Month,Credit Card,60.94,3066.38,0,6,1,1,34.53
CUST-1631,5,One Year,Electronic Check,48.99,247.74,2,9,0,0,540.74
CUST-1632,29,Month-to-Month,Electronic Check,21.45,581.76,1,34,0,1,41.53
CUST-1633,4,Month-to-Month,Electronic Check,77.48,292.56,5,1,1,1,123.3
CUST-1634,10,One Year,Electronic Check,60.23,593.52,3,29,1,1,77.79
CUST-1635,56,One Year,Electronic Check,57.46,3370.5,1,18,1,0,713.69
CUST-1636,17,Month-to-Month,Bank Transfer,38.29,607.07,2,38,0,1,54.7
CUST-1637,17,Month-to-Month,Electronic Check,63.01,1122.46,0,36,0,1,100.09
CUST-1638,69,Two Year,Credit Card,118.44,8230.8,2,2,1,0,1508.94
CUST-1639,34,Month-to-Month,Credit Card,49.78,1732.99,2,24,1,1,68.87
CUST-1640,6,Month-to-Month,Electronic Check,79.97,438.29,2,33,0,1,57.2
CUST-1641,53,Two Year,Credit Card,97.65,4891.13,0,21,0,1,108.07
